2024-08-29 21:50:36,632 - default_logger - INFO - Starting main process
2024-08-29 21:50:36,799 - default_logger - INFO - Getting dataset: california
2024-08-29 21:50:36,800 - default_logger - INFO - Loading California Housing dataset
2024-08-29 21:50:36,819 - default_logger - INFO - California Housing dataset loaded. Shape: torch.Size([20640, 8])
2024-08-29 21:50:36,840 - default_logger - INFO - Model architecture:
ScoreNetwork(
  (time_embed): Sequential(
    (0): Linear(in_features=1, out_features=256, bias=True)
    (1): SiLU()
    (2): Linear(in_features=256, out_features=256, bias=True)
  )
  (input_proj): Linear(in_features=8, out_features=256, bias=True)
  (layers): ModuleList(
    (0-7): 8 x Sequential(
      (0): Linear(in_features=256, out_features=256, bias=True)
      (1): LayerNorm((256,), eps=1e-05, elementwise_affine=True)
      (2): SiLU()
      (3): Linear(in_features=256, out_features=256, bias=True)
      (4): LayerNorm((256,), eps=1e-05, elementwise_affine=True)
      (5): SiLU()
    )
  )
  (final): Linear(in_features=256, out_features=8, bias=True)
)
2024-08-29 21:50:36,845 - default_logger - INFO - Starting score model training
2024-08-29 21:51:03,949 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:04,162 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:04,624 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:04,733 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:05,019 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:05,089 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:05,468 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:05,537 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:05,613 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:05,792 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:05,932 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:06,163 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:06,205 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:06,253 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:06,299 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:06,335 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:06,372 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:06,410 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:06,461 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:06,498 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:06,534 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:06,574 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:06,705 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:06,857 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:07,196 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:07,239 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:07,276 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:07,320 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:07,357 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:07,396 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:07,532 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:07,574 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:07,628 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:07,717 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:07,782 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:07,972 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:08,046 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:08,104 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:08,311 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:08,385 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:08,598 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:08,676 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:08,780 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:08,861 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:08,943 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:09,020 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:09,164 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:09,238 - default_logger - WARNING - Loss is not finite: nan
2024-08-29 21:51:09,469 - default_logger - WARNING - Loss is not finite: nan
