2024-08-29 20:49:21,809 - default_logger - INFO - Starting main process
2024-08-29 20:49:21,809 - default_logger - INFO - Starting main process
2024-08-29 20:49:21,809 - default_logger - INFO - Starting main process
2024-08-29 20:49:21,972 - default_logger - INFO - Getting dataset: california
2024-08-29 20:49:21,972 - default_logger - INFO - Getting dataset: california
2024-08-29 20:49:21,972 - default_logger - INFO - Getting dataset: california
2024-08-29 20:49:21,972 - default_logger - INFO - Getting dataset: california
2024-08-29 20:49:21,973 - default_logger - INFO - Loading California Housing dataset
2024-08-29 20:49:21,973 - default_logger - INFO - Loading California Housing dataset
2024-08-29 20:49:21,973 - default_logger - INFO - Loading California Housing dataset
2024-08-29 20:49:21,973 - default_logger - INFO - Loading California Housing dataset
2024-08-29 20:49:21,973 - default_logger - INFO - Loading California Housing dataset
2024-08-29 20:49:26,762 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,771 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,771 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,771 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,771 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,771 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,771 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,774 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,774 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,774 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,774 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,774 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,774 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,777 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,777 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,777 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,777 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,777 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,777 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,779 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,779 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,779 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,779 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,779 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,779 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,782 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,782 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,782 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,782 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,782 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,782 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,785 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,785 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,785 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,785 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,785 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,785 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,788 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,788 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,788 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,788 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,788 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,788 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,793 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,793 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,793 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,793 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,793 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,793 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,796 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,796 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,796 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,796 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,796 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,796 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,798 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,798 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,798 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,798 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,798 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,798 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,809 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,809 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,809 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,809 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,809 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,809 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,812 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,812 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,812 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,812 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,812 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,812 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,815 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,815 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,815 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,815 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,815 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,815 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,818 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,818 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,818 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,818 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,818 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,818 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,820 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,820 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,820 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,820 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,820 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,820 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,825 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,825 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,825 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,825 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,825 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,825 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,828 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,828 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,828 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,828 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,828 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,828 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,830 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,830 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,830 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,830 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,830 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,830 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,834 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,834 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,834 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,834 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,834 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,834 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,844 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,844 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,844 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,844 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,844 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,844 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,848 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,848 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,848 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,848 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,848 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,848 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,861 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,861 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,861 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,861 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,861 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,861 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,864 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,864 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,864 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,864 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,864 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,864 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,867 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,867 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,867 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,867 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,867 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,867 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,870 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,870 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,870 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,870 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,870 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,870 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,873 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,873 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,873 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,873 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,873 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,873 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,875 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,875 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,875 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,875 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,875 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,875 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,877 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,877 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,877 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,877 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,877 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,877 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,880 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,880 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,880 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,880 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,880 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,880 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,883 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,883 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,883 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,883 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,883 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,883 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,896 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,896 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,896 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,896 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,896 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,896 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,900 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,900 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,900 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,900 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,900 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,900 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,903 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,903 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,903 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,903 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,903 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,903 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,905 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,905 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,905 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,905 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,905 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,905 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,908 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,908 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,908 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,908 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,908 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,908 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,911 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,911 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,911 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,911 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,911 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,911 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,921 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,921 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,921 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,921 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,921 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,921 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,927 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,927 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,927 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,927 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,927 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,927 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,930 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,930 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,930 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,930 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,930 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,930 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,933 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,933 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,933 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,933 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,933 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,933 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,935 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,935 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,935 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,935 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,935 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,935 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,938 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,938 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,938 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,938 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,938 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,938 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,941 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,941 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,941 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,941 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,941 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,941 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,943 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,943 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,943 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,943 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,943 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,943 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,946 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,946 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,946 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,946 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,946 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,946 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,948 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,948 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,948 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,948 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,948 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,948 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,952 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,952 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,952 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,952 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,952 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,952 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,954 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,954 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,954 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,954 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,954 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,954 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,959 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,959 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,959 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,959 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,959 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,959 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,962 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,962 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,962 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,962 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,962 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,962 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,965 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,965 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,965 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,965 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,965 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,965 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,968 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,968 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,968 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,968 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,968 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,968 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,970 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,970 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,970 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,970 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,970 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,970 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,973 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,973 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,973 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,973 - default_logger - WARNING - Encountered NaN loss, skipping batch
